Sample_ID,site,site_shortcode,week,Region,season,date,year,size,size_code,total_organisms,C_Polychaete,P_Echinodermata,P_mollusca,sP_Crustacea,sP_Vertebrata,P_Sipuncula,unknown ,sC_Sedentaria ,sC_Errantia_Aciculata ,C_Ophiuroidea ,C_Echinoidea,C_Caudofoveata ,C_Bivalvia ,C_Gastropoda ,C_Scaphopoda,O_Amphipoda,sO_Cladocera ,sC_Copepoda ,O_Decapoda ,O_Cumacea ,C_Ostracoda ,fragments,temp,sal_psu,DO_sat,DO_mgL,pH,Chlorophyll_ugL,BGA_ugL,BGA_RFU,depth
ALMR_WXX_IB_NS_SM,Almirante,ALMR,WXX,IB,NS,1/7/20,2020,250,SM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.444,35.23,2.7,0.17,7.77,0.46,0.94,0.6,23.461
ALMR_WXX_IB_NS_SM,Almirante,ALMR,WXX,IB,NS,1/7/20,2020,combined,SUM,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,29.444,35.23,2.7,0.17,7.77,0.46,0.94,0.6,23.461
ALMR_WXX_IB_NS_LG,Almirante,ALMR,WXX,IB,NS,1/14/20,2020,500,LG,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.597,35.11,40.1,2.55,8.06,0.56,0.35,0.45,23.283
ALMR_WXX_IB_NS_SM,Almirante,ALMR,WXX,IB,NS,1/14/20,2020,250,SM,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,28.597,35.11,40.1,2.55,8.06,0.56,0.35,0.45,23.283
ALMR_WXX_IB_NS_SM,Almirante,ALMR,WXX,IB,NS,1/14/20,2020,combined,SUM,2,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,28.597,35.11,40.1,2.55,8.06,0.56,0.35,0.45,23.283
ALMR_WXX_IB_NS_LG,Almirante,ALMR,WXX,IB,NS,1/21/20,2020,500,LG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.622,35.25,17.9,1.14,7.76,0.82,1.68,0.49,23.259
ALMR_WXX_IB_NS_SM,Almirante,ALMR,WXX,IB,NS,1/21/20,2020,250,SM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.622,35.25,17.9,1.14,7.76,0.82,1.68,0.49,23.259
ALMR_WXX_IB_NS_SM,Almirante,ALMR,WXX,IB,NS,1/21/20,2020,combined,SUM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.622,35.25,17.9,1.14,7.76,0.82,1.68,0.49,23.259
ALMR_WXX_IB_NS_LG,Almirante,ALMR,WXX,IB,NS,1/28/20,2020,500,LG,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.718,35.31,11.2,0.71,7.78,3.86,8.44,2.34,23.178
ALMR_WXX_IB_NS_SM,Almirante,ALMR,WXX,IB,NS,1/28/20,2020,250,SM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.718,35.31,11.2,0.71,7.78,3.86,8.44,2.34,23.178
ALMR_WXX_IB_NS_SM,Almirante,ALMR,WXX,IB,NS,1/28/20,2020,combined,SUM,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.718,35.31,11.2,0.71,7.78,3.86,8.44,2.34,23.178
ALMR_WXX_IB_NS_LG,Almirante,ALMR,WXX,IB,NS,2/4/20,2020,500,LG,3,0,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,27.99,35.23,56.7,3.65,8.03,2.18,3.92,1.1,23.132
ALMR_WXX_IB_NS_SM,Almirante,ALMR,WXX,IB,NS,2/4/20,2020,250,SM,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,27.99,35.23,56.7,3.65,8.03,2.18,3.92,1.1,23.132
ALMR_WXX_IB_NS_SM,Almirante,ALMR,WXX,IB,NS,2/4/20,2020,combined,SUM,5,2,0,2,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,4,27.99,35.23,56.7,3.65,8.03,2.18,3.92,1.1,23.132
CRIS_W00_OB_HS_LG,Cristobal,CRIS,W00,OB,HS,10/4/17,2017,500,LG,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,30.2,36.68,19.7,1.21,7.85,1.35,4.09,1.49,24.3
CRIS_W00_OB_HS_SM,Cristobal,CRIS,W00,OB,HS,10/4/17,2017,250,SM,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40,30.2,36.68,19.7,1.21,7.85,1.35,4.09,1.49,24.3
CRIS_W00_OB_HS_SM,Cristobal,CRIS,W00,OB,HS,10/4/17,2017,125,SM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,30.2,36.68,19.7,1.21,7.85,1.35,4.09,1.49,24.3
CRIS_W00_OB_HS_SM,Cristobal,CRIS,W00,OB,HS,10/4/17,2017,combined,SUM,5,4,0,1,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,55,30.2,36.68,19.7,1.21,7.85,1.35,4.09,1.49,24.3
CRIS_W00_OB_HS_LG,Cristobal,CRIS,W00,OB,HS,10/11/17,2017,500,LG,8,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,6,30.3,36.72,59.5,3.66,8.17,3.03,5.93,2.16,24.3
CRIS_W00_OB_HS_SM,Cristobal,CRIS,W00,OB,HS,10/11/17,2017,250,SM,13,1,0,0,0,0,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.3,36.72,59.5,3.66,8.17,3.03,5.93,2.16,24.3
CRIS_W00_OB_HS_SM,Cristobal,CRIS,W00,OB,HS,10/11/17,2017,125,SM,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,30.3,36.72,59.5,3.66,8.17,3.03,5.93,2.16,24.3
CRIS_W00_OB_HS_SM,Cristobal,CRIS,W00,OB,HS,10/11/17,2017,combined,SUM,27,1,0,8,0,0,12,6,1,0,0,0,0,8,0,0,0,0,0,0,0,0,37,30.3,36.72,59.5,3.66,8.17,3.03,5.93,2.16,24.3
CRIS_W01_OB_HS_LG,Cristobal,CRIS,W01,OB,HS,10/16/17,2017,500,LG,7,0,0,6,1,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,7,30.4,36.89,68.7,4.22,8.26,5.59,22.2,8.12,24.2
CRIS_W01_OB_HS_SM,Cristobal,CRIS,W01,OB,HS,10/16/17,2017,250,SM,16,0,0,1,4,0,6,5,0,0,0,0,0,1,0,0,0,0,4,0,0,0,1,30.4,36.89,68.7,4.22,8.26,5.59,22.2,8.12,24.2
CRIS_W01_OB_HS_SM,Cristobal,CRIS,W01,OB,HS,10/16/17,2017,125,SM,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,30.4,36.89,68.7,4.22,8.26,5.59,22.2,8.12,24.2
CRIS_W01_OB_HS_SM,Cristobal,CRIS,W01,OB,HS,10/16/17,2017,combined,SUM,25,0,0,7,5,0,8,5,0,0,0,0,0,7,0,0,0,0,5,0,0,0,16,30.4,36.89,68.7,4.22,8.26,5.59,22.2,8.12,24.2
CRIS_W02_OB_HS_LG,Cristobal,CRIS,W02,OB,HS,10/24/17,2017,500,LG,12,3,0,8,0,0,0,1,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,30.3,36.7,30.3,1.86,8.37,2.91,6.06,2.21,24.8
CRIS_W02_OB_HS_SM,Cristobal,CRIS,W02,OB,HS,10/24/17,2017,250,SM,67,5,0,1,0,0,38,23,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30.3,36.7,30.3,1.86,8.37,2.91,6.06,2.21,24.8
CRIS_W02_OB_HS_SM,Cristobal,CRIS,W02,OB,HS,10/24/17,2017,125,SM,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,30.3,36.7,30.3,1.86,8.37,2.91,6.06,2.21,24.8
CRIS_W02_OB_HS_SM,Cristobal,CRIS,W02,OB,HS,10/24/17,2017,combined,SUM,87,8,0,9,0,0,46,24,8,0,0,0,1,8,0,0,0,0,0,0,0,0,39,30.3,36.7,30.3,1.86,8.37,2.91,6.06,2.21,24.8
CRIS_W03_OB_HS_LG,Cristobal,CRIS,W03,OB,HS,11/2/17,2017,500,LG,4,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.4,36.46,25.4,1.56,7.72,2.06,3.86,1.38,24.6
CRIS_W03_OB_HS_SM,Cristobal,CRIS,W03,OB,HS,11/2/17,2017,250,SM,37,0,0,0,0,0,25,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,30.4,36.46,25.4,1.56,7.72,2.06,3.86,1.38,24.6
CRIS_W03_OB_HS_SM,Cristobal,CRIS,W03,OB,HS,11/2/17,2017,125,SM,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,30.4,36.46,25.4,1.56,7.72,2.06,3.86,1.38,24.6
CRIS_W03_OB_HS_SM,Cristobal,CRIS,W03,OB,HS,11/2/17,2017,combined,SUM,42,0,0,0,0,0,28,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,30.4,36.46,25.4,1.56,7.72,2.06,3.86,1.38,24.6
CRIS_W04_OB_HS_LG,Cristobal,CRIS,W04,OB,HS,11/7/17,2017,500,LG,7,4,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.4,36.39,11.2,0.69,7.55,5.99,66.43,24.27,24.8
CRIS_W04_OB_HS_SM,Cristobal,CRIS,W04,OB,HS,11/7/17,2017,250,SM,6,2,0,0,0,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,30.4,36.39,11.2,0.69,7.55,5.99,66.43,24.27,24.8
CRIS_W04_OB_HS_SM,Cristobal,CRIS,W04,OB,HS,11/7/17,2017,125,SM,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,30.4,36.39,11.2,0.69,7.55,5.99,66.43,24.27,24.8
CRIS_W04_OB_HS_SM,Cristobal,CRIS,W04,OB,HS,11/7/17,2017,combined,SUM,17,6,0,0,0,0,3,8,4,2,0,0,0,0,0,0,0,0,0,0,0,0,6,30.4,36.39,11.2,0.69,7.55,5.99,66.43,24.27,24.8
CRIS_W05_OB_HS_LG,Cristobal,CRIS,W05,OB,HS,11/14/17,2017,500,LG,9,3,0,6,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,30.5,36.37,7.6,0.46,8.23,0.52,2.58,0.91,24.8
CRIS_W05_OB_HS_SM,Cristobal,CRIS,W05,OB,HS,11/14/17,2017,250,SM,7,4,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,30.5,36.37,7.6,0.46,8.23,0.52,2.58,0.91,24.8
CRIS_W05_OB_HS_SM,Cristobal,CRIS,W05,OB,HS,11/14/17,2017,125,SM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,30.5,36.37,7.6,0.46,8.23,0.52,2.58,0.91,24.8
CRIS_W05_OB_HS_SM,Cristobal,CRIS,W05,OB,HS,11/14/17,2017,combined,SUM,16,7,0,6,0,0,0,3,3,4,0,0,0,6,0,0,0,0,0,0,0,0,33,30.5,36.37,7.6,0.46,8.23,0.52,2.58,0.91,24.8
CRIS_W06_OB_HS_LG,Cristobal,CRIS,W06,OB,HS,11/24/17,2017,500,LG,17,3,0,14,0,0,0,0,3,0,0,0,0,13,1,0,0,0,0,0,0,0,8,30.6,35.6,6.9,0.42,8.76,2.33,0.83,0.17,24.3
CRIS_W06_OB_HS_SM,Cristobal,CRIS,W06,OB,HS,11/24/17,2017,250,SM,13,0,0,10,2,0,0,1,0,0,0,0,0,3,7,0,0,0,2,0,0,0,1,30.6,35.6,6.9,0.42,8.76,2.33,0.83,0.17,24.3
CRIS_W06_OB_HS_SM,Cristobal,CRIS,W06,OB,HS,11/24/17,2017,125,SM,23,0,0,2,1,0,20,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,30.6,35.6,6.9,0.42,8.76,2.33,0.83,0.17,24.3
CRIS_W06_OB_HS_SM,Cristobal,CRIS,W06,OB,HS,11/24/17,2017,combined,SUM,53,3,0,26,3,0,20,1,3,0,0,0,0,17,9,0,0,0,3,0,0,0,10,30.6,35.6,6.9,0.42,8.76,2.33,0.83,0.17,24.3
CRIS_W07_OB_HS_LG,Cristobal,CRIS,W07,OB,HS,11/29/17,2017,500,LG,11,2,0,9,0,0,0,0,2,0,0,0,0,7,2,0,0,0,0,0,0,0,6,30.6,35.63,6.2,0.38,8.12,3.89,3.94,0.79,24.8
CRIS_W07_OB_HS_SM,Cristobal,CRIS,W07,OB,HS,11/29/17,2017,250,SM,18,0,0,15,1,0,0,2,0,0,0,0,0,9,6,0,0,0,1,0,0,0,1,30.6,35.63,6.2,0.38,8.12,3.89,3.94,0.79,24.8
CRIS_W07_OB_HS_SM,Cristobal,CRIS,W07,OB,HS,11/29/17,2017,125,SM,16,0,0,4,0,0,12,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,30.6,35.63,6.2,0.38,8.12,3.89,3.94,0.79,24.8
CRIS_W07_OB_HS_SM,Cristobal,CRIS,W07,OB,HS,11/29/17,2017,combined,SUM,45,2,0,28,1,0,12,2,2,0,0,0,0,19,9,0,0,0,1,0,0,0,7,30.6,35.63,6.2,0.38,8.12,3.89,3.94,0.79,24.8
CRIS_W08_OB_HS_LG,Cristobal,CRIS,W08,OB,HS,12/6/17,2017,500,LG,7,0,0,6,1,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0,0,0,9,29.7,35.11,21.9,1.37,8.12,1.33,5.14,1.95,22.6
CRIS_W08_OB_HS_SM,Cristobal,CRIS,W08,OB,HS,12/6/17,2017,250,SM,18,0,0,10,2,0,0,6,0,0,0,0,0,10,0,0,0,0,2,0,0,0,4,29.7,35.11,21.9,1.37,8.12,1.33,5.14,1.95,22.6
CRIS_W08_OB_HS_SM,Cristobal,CRIS,W08,OB,HS,12/6/17,2017,125,SM,15,0,0,6,1,0,8,0,0,0,0,0,0,5,1,0,0,0,1,0,0,0,0,29.7,35.11,21.9,1.37,8.12,1.33,5.14,1.95,22.6
CRIS_W08_OB_HS_SM,Cristobal,CRIS,W08,OB,HS,12/6/17,2017,combined,SUM,40,0,0,22,4,0,8,6,0,0,0,0,0,18,4,0,0,0,4,0,0,0,13,29.7,35.11,21.9,1.37,8.12,1.33,5.14,1.95,22.6
CRIS_W09_OB_HS_LG,Cristobal,CRIS,W09,OB,HS,12/14/17,2017,500,LG,3,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,23,27.1,34.25,79,5.19,8.28,0.91,4.05,1.55,24
CRIS_W09_OB_HS_SM,Cristobal,CRIS,W09,OB,HS,12/14/17,2017,250,SM,19,0,0,16,1,0,1,1,0,0,0,0,0,5,11,0,0,0,1,0,0,0,4,27.1,34.25,79,5.19,8.28,0.91,4.05,1.55,24
CRIS_W09_OB_HS_SM,Cristobal,CRIS,W09,OB,HS,12/14/17,2017,125,SM,14,0,0,10,0,0,2,2,0,0,0,0,0,9,1,0,0,0,0,0,0,0,3,27.1,34.25,79,5.19,8.28,0.91,4.05,1.55,24
CRIS_W09_OB_HS_SM,Cristobal,CRIS,W09,OB,HS,12/14/17,2017,combined,SUM,36,0,0,26,3,0,3,4,0,0,0,0,0,14,12,0,0,0,3,0,0,0,30,27.1,34.25,79,5.19,8.28,0.91,4.05,1.55,24
CRIS_W10_OB_HS_LG,Cristobal,CRIS,W10,OB,HS,12/19/17,2017,500,LG,17,0,0,16,1,0,0,0,0,0,0,0,4,5,7,0,0,0,1,0,0,0,0,27.2,34.69,83.4,5.45,8.34,1.45,5.22,1.98,24.1
CRIS_W10_OB_HS_SM,Cristobal,CRIS,W10,OB,HS,12/19/17,2017,250,SM,7,0,0,6,0,0,1,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,27.2,34.69,83.4,5.45,8.34,1.45,5.22,1.98,24.1
CRIS_W10_OB_HS_SM,Cristobal,CRIS,W10,OB,HS,12/19/17,2017,125,SM,16,2,0,1,1,0,12,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,2,27.2,34.69,83.4,5.45,8.34,1.45,5.22,1.98,24.1
CRIS_W10_OB_HS_SM,Cristobal,CRIS,W10,OB,HS,12/19/17,2017,combined,SUM,40,2,0,23,2,0,13,0,2,0,0,0,4,7,12,0,0,0,2,0,0,0,2,27.2,34.69,83.4,5.45,8.34,1.45,5.22,1.98,24.1
CRIS_W11_OB_HS_LG,Cristobal,CRIS,W11,OB,HS,12/27/17,2017,500,LG,7,0,0,7,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,9,27.5,34.48,88.5,5.77,8.35,1.62,5.82,2.2,20.2
CRIS_W11_OB_HS_SM,Cristobal,CRIS,W11,OB,HS,12/27/17,2017,250,SM,7,1,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,1,27.5,34.48,88.5,5.77,8.35,1.62,5.82,2.2,20.2
CRIS_W11_OB_HS_SM,Cristobal,CRIS,W11,OB,HS,12/27/17,2017,combined,SUM,14,1,0,7,6,0,0,0,1,0,0,0,0,5,2,0,0,0,6,0,0,0,10,27.5,34.48,88.5,5.77,8.35,1.62,5.82,2.2,20.2
CRIS_W12_OB_NS_LG,Cristobal,CRIS,W12,OB,NS,1/10/18,2018,500,LG,11,4,0,5,2,0,0,0,3,1,0,0,0,3,2,0,0,0,2,0,0,0,3,27.6,34.82,37.4,2.43,8.15,1.42,4.49,1.71,25.4
CRIS_W12_OB_NS_SM,Cristobal,CRIS,W12,OB,NS,1/10/18,2018,250,SM,8,3,0,0,2,0,3,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,7,27.6,34.82,37.4,2.43,8.15,1.42,4.49,1.71,25.4
CRIS_W12_OB_NS_SM,Cristobal,CRIS,W12,OB,NS,1/10/18,2018,combined,SUM,19,7,0,5,4,0,3,0,6,1,0,0,0,3,2,0,0,0,2,2,0,0,10,27.6,34.82,37.4,2.43,8.15,1.42,4.49,1.71,25.4
CRIS_W13_OB_NS_LG,Cristobal,CRIS,W13,OB,NS,1/17/18,2018,500,LG,4,4,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,4,27.3,34.5,46.3,3.03,8.2,0.75,4.15,1.58,23.7
CRIS_W13_OB_NS_SM,Cristobal,CRIS,W13,OB,NS,1/17/18,2018,250,SM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.3,34.5,46.3,3.03,8.2,0.75,4.15,1.58,23.7
CRIS_W13_OB_NS_SM,Cristobal,CRIS,W13,OB,NS,1/17/18,2018,combined,SUM,4,4,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,4,27.3,34.5,46.3,3.03,8.2,0.75,4.15,1.58,23.7
CRIS_W14_OB_NS_LG,Cristobal,CRIS,W14,OB,NS,1/22/18,2018,500,LG,4,3,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,3,26.8,34.65,74.1,4.88,8.39,2.21,7.02,2.63,24.7
CRIS_W14_OB_NS_SM,Cristobal,CRIS,W14,OB,NS,1/22/18,2018,250,SM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,26.8,34.65,74.1,4.88,8.39,2.21,7.02,2.63,24.7
CRIS_W14_OB_NS_SM,Cristobal,CRIS,W14,OB,NS,1/22/18,2018,combined,SUM,4,3,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,11,26.8,34.65,74.1,4.88,8.39,2.21,7.02,2.63,24.7
CRIS_W15_OB_NS_LG,Cristobal,CRIS,W15,OB,NS,1/29/18,2018,500,LG,5,2,0,3,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,2,27,34.59,72.5,4.76,8.38,2.18,6.39,2.4,20.7
CRIS_W15_OB_NS_SM,Cristobal,CRIS,W15,OB,NS,1/29/18,2018,250,SM,4,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,27,34.59,72.5,4.76,8.38,2.18,6.39,2.4,20.7
CRIS_W15_OB_NS_SM,Cristobal,CRIS,W15,OB,NS,1/29/18,2018,combined,SUM,9,6,0,3,0,0,0,0,2,4,0,0,0,2,1,0,0,0,0,0,0,0,6,27,34.59,72.5,4.76,8.38,2.18,6.39,2.4,20.7
CRIS_W16_OB_NS_LG,Cristobal,CRIS,W16,OB,NS,2/6/18,2018,500,LG,10,8,0,2,0,0,0,0,6,2,0,0,0,1,1,0,0,0,0,0,0,0,3,26.8,34.96,70.8,4.65,8.41,2,5.83,2.2,22
CRIS_W16_OB_NS_SM,Cristobal,CRIS,W16,OB,NS,2/6/18,2018,250,SM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,26.8,34.96,70.8,4.65,8.41,2,5.83,2.2,22
CRIS_W16_OB_NS_SM,Cristobal,CRIS,W16,OB,NS,2/6/18,2018,combined,SUM,10,8,0,2,0,0,0,0,6,2,0,0,0,1,1,0,0,0,0,0,0,0,7,26.8,34.96,70.8,4.65,8.41,2,5.83,2.2,22
CRIS_W17_OB_NS_LG,Cristobal,CRIS,W17,OB,NS,2/14/18,2018,500,LG,6,0,0,6,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,1,27.1,35.29,86.9,5.67,8.46,1.85,6.07,2.29,22.9
CRIS_W17_OB_NS_SM,Cristobal,CRIS,W17,OB,NS,2/14/18,2018,250,SM,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.1,35.29,86.9,5.67,8.46,1.85,6.07,2.29,22.9
CRIS_W17_OB_NS_SM,Cristobal,CRIS,W17,OB,NS,2/14/18,2018,combined,SUM,9,3,0,6,0,0,0,0,3,0,0,0,1,3,2,0,0,0,0,0,0,0,1,27.1,35.29,86.9,5.67,8.46,1.85,6.07,2.29,22.9
CRIS_W18_OB_NS_LG,Cristobal,CRIS,W18,OB,NS,2/21/18,2018,500,LG,7,0,0,4,3,0,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,27.1,35.31,81.8,5.34,8.44,2.56,6.86,2.58,21.6
CRIS_W18_OB_NS_SM,Cristobal,CRIS,W18,OB,NS,2/21/18,2018,250,SM,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27.1,35.31,81.8,5.34,8.44,2.56,6.86,2.58,21.6
CRIS_W18_OB_NS_SM,Cristobal,CRIS,W18,OB,NS,2/21/18,2018,combined,SUM,9,2,0,4,3,0,0,0,1,1,0,0,0,2,2,0,0,0,2,1,0,0,0,27.1,35.31,81.8,5.34,8.44,2.56,6.86,2.58,21.6
CRIS_W19_OB_NS_LG,Cristobal,CRIS,W19,OB,NS,2/28/18,2018,500,LG,5,2,0,3,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,3,27.2,35.54,87.2,5.68,8.47,1.89,5.53,2.09,17.5
CRIS_W19_OB_NS_SM,Cristobal,CRIS,W19,OB,NS,2/28/18,2018,250,SM,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,27.2,35.43,61.4,4,8.36,2.73,7.3,2.74,24.9
CRIS_W19_OB_NS_SM,Cristobal,CRIS,W19,OB,NS,2/28/18,2018,combined,SUM,6,2,0,3,1,0,0,0,0,2,0,0,0,3,0,0,0,0,1,0,0,0,4,27.2,35.54,87.2,5.68,8.47,1.89,5.53,2.09,17.5
CRIS_W20_OB_NS_LG,Cristobal,CRIS,W20,OB,NS,3/6/18,2018,500,LG,7,3,0,2,0,0,0,2,0,3,0,0,0,2,0,0,0,0,0,0,0,0,4,27.6,35.64,90.5,5.85,8.5,1.97,5.45,2.06,22.9
CRIS_W20_OB_NS_SM,Cristobal,CRIS,W20,OB,NS,3/6/18,2018,250,SM,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.6,35.64,90.5,5.85,8.5,1.97,5.45,2.06,22.9
CRIS_W20_OB_NS_SM,Cristobal,CRIS,W20,OB,NS,3/6/18,2018,combined,SUM,9,3,0,2,0,0,0,4,0,3,0,0,0,2,0,0,0,0,0,0,0,0,4,27.6,35.64,90.5,5.85,8.5,1.97,5.45,2.06,22.9
CRIS_W21_OB_NS_LG,Cristobal,CRIS,W21,OB,NS,3/13/18,2018,500,LG,9,3,0,5,1,0,0,0,3,0,0,0,0,2,3,0,0,0,0,0,0,1,10,27.5,35.53,81.3,5.27,8.47,4.69,8.87,3.31,21
CRIS_W21_OB_NS_SM,Cristobal,CRIS,W21,OB,NS,3/13/18,2018,250,SM,3,3,0,0,0,0,0,0,3,,0,0,0,0,0,0,0,0,0,0,0,0,1,27.5,35.52,56.4,3.65,8.37,7.66,37.24,13.69,21.7
CRIS_W21_OB_NS_SM,Cristobal,CRIS,W21,OB,NS,3/13/18,2018,combined,SUM,12,6,0,5,1,0,0,0,6,0,0,0,0,2,3,0,0,0,0,0,0,1,11,27.5,35.53,81.3,5.27,8.47,4.69,8.87,3.31,21
CRIS_W22_OB_NS_LG,Cristobal,CRIS,W22,OB,NS,3/20/18,2018,500,LG,4,2,0,2,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,4,27.6,35.58,75.3,4.87,8.48,3.35,7.44,2.79,22.7
CRIS_W22_OB_NS_SM,Cristobal,CRIS,W22,OB,NS,3/20/18,2018,250,SM,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,27.6,35.58,75.3,4.87,8.48,3.35,7.44,2.79,22.7
CRIS_W22_OB_NS_SM,Cristobal,CRIS,W22,OB,NS,3/20/18,2018,combined,SUM,5,2,0,2,1,0,0,0,1,1,0,0,0,2,0,0,0,0,1,0,0,0,7,27.6,35.58,75.3,4.87,8.48,3.35,7.44,2.79,22.7
CRIS_W23_OB_NS_LG,Cristobal,CRIS,W23,OB,NS,3/27/18,2018,500,LG,21,2,0,4,1,0,0,14,2,0,0,0,0,4,0,0,0,0,1,0,0,0,9,28,35.78,86.9,5.58,8.51,3.23,7.25,2.72,24.5
CRIS_W23_OB_NS_SM,Cristobal,CRIS,W23,OB,NS,3/27/18,2018,250,SM,21,10,1,1,9,0,0,0,2,8,1,0,0,0,1,0,0,2,6,1,0,0,8,28,35.78,86.9,5.58,8.51,3.23,7.25,2.72,24.5
CRIS_W23_OB_NS_SM,Cristobal,CRIS,W23,OB,NS,3/27/18,2018,combined,SUM,42,12,1,5,10,0,0,14,4,8,1,0,0,4,1,0,0,2,7,1,0,0,17,28,35.78,86.9,5.58,8.51,3.23,7.25,2.72,24.5
CRIS_W24_OB_NS_LG,Cristobal,CRIS,W24,OB,NS,4/3/18,2018,500,LG,7,1,0,4,2,0,0,0,1,0,0,0,0,2,2,0,0,0,1,1,0,0,9,28.1,35.65,86.8,5.56,8.13,2.49,6.19,2.33,20.9
